pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type
147.675,-85.8,-90.0,bottom,J2,,,JST_XH_B3B-XH-A_1x03_P2.50mm_Vertical,B3B-XH-A(LF)(SN),tht
